symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
0,?,,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3230,ohc,six,,,3.62,3.39,8.0,182,5400,16,22,30760
2,161,,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500,,38,6189
3,?,plymouth,gas,,two,hatchback,,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,19,24,12764
0,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9295
1,87,toyota,gas,std,two,,fwd,front,95.7,158.7,63.6,,2040,ohc,,92,,3.05,3.03,9.0,62,4800,31,38,
-1,95,,gas,std,,sedan,rwd,front,109.1,188.8,68.9,55.5,,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,,16845
2,83,subaru,gas,std,two,hatchback,4wd,front,,157.3,63.8,,2240,,four,108,2bbl,3.62,2.64,8.7,73,,26,31,7603
1,?,porsche,gas,std,two,hatchback,rwd,front,,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288,5750,17,28,
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,,ohc,four,130,,3.62,3.15,7.5,162,5100,17,22,18420
0,161,peugot,gas,std,four,sedan,rwd,,107.9,186.7,68.4,56.7,,l,four,,mpfi,3.46,,8.4,95,5000,19,24,15580
3,?,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,,ohcf,six,,mpfi,3.74,2.9,9.5,207,5900,17,25,32528
0,81,chevrolet,,,four,sedan,fwd,front,94.5,158.8,63.6,52.0,1909,,,90,2bbl,3.03,3.11,9.6,70,5400,38,43,6575
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,,53.0,2290,ohcf,four,,,,2.64,,82,4800,28,32,7463
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500,23,30,9279
2,,isuzu,gas,std,,hatchback,,front,96.0,172.6,65.2,,2734,ohc,four,119,spfi,3.43,3.23,9.2,90,,24,29,11048
0,85,subaru,gas,turbo,four,wagon,4wd,front,,173.6,,,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,,4800,23,,11694
-1,95,volvo,gas,std,four,,rwd,front,109.1,188.8,,55.5,3012,ohcv,six,173,mpfi,3.58,,8.8,134,5500,,23,21485
0,91,toyota,gas,,four,sedan,fwd,front,95.7,166.3,64.4,53.0,,ohc,four,98,2bbl,3.19,,9.0,70,4800,38,47,7738
0,91,toyota,,,,,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,,22.5,,4500,38,47,7788
0,?,volkswagen,gas,std,,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,,mpfi,3.19,3.4,,110,5500,19,24,13295
3,?,,,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2926,ohc,four,156,,3.59,3.86,7.0,145,5000,19,24,14489
1,168,toyota,gas,std,two,hatchback,,front,94.5,168.7,64.0,52.6,2300,dohc,,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538
3,?,porsche,gas,std,two,hardtop,rwd,rear,,168.9,,51.6,2756,,six,194,mpfi,3.74,2.9,9.5,207,,17,25,34028
-1,?,mercedes-benz,gas,,four,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750,16,18,34184
0,85,honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101,5800,24,28,12945
1,158,audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,ohc,five,131,,3.13,3.4,8.3,140,5500,17,20,
1,148,dodge,gas,std,four,hatchback,,front,93.7,157.3,,50.6,1967,ohc,four,,2bbl,2.97,3.23,9.4,,5500,31,38,6229
3,?,alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111,5000,,27,16500
2,121,,gas,std,two,hatchback,,front,88.4,,60.3,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100,47,53,5151
1,98,chevrolet,gas,std,two,hatchback,fwd,front,,,63.6,52.0,1874,ohc,four,90,,3.03,3.11,9.6,70,5400,38,43,6295
0,93,mercedes-benz,diesel,turbo,two,,,front,106.7,187.5,70.3,54.9,3495,ohc,five,183,,3.58,3.64,21.5,123,4350,22,25,28176
0,,bmw,gas,std,two,sedan,rwd,front,103.5,193.8,67.9,,3380,ohc,six,209,mpfi,,3.39,8.0,182,5400,16,22,41315
-1,74,plymouth,gas,std,four,,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921
-1,,,gas,std,,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,,3.17,3.46,7.5,116,5500,23,30,9279
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,
1,103,nissan,gas,std,four,wagon,fwd,front,94.5,170.2,63.8,53.5,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,,7349
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000,,24,14869
0,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,,?,?,23,31,9295
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8189
1,104,mazda,gas,std,two,hatchback,,front,93.1,159.1,64.2,54.1,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68,5000,,31,5195
,153,,gas,std,two,,fwd,front,96.3,173.0,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499
0,77,toyota,gas,std,,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,,3.03,9.0,62,4800,31,37,6918
2,,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
0,?,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,,2661,ohc,five,,,3.19,3.4,,110,5500,19,24,13295
1,,audi,gas,std,four,wagon,,,105.8,192.7,71.4,55.7,2954,ohc,five,136,mpfi,3.19,3.4,,110,,19,25,18920
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,ohc,four,98,2bbl,3.19,,9.0,,4800,29,34,8238
1,154,plymouth,gas,,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,,9.4,68,5500,31,38,6229
0,81,toyota,gas,std,four,,4wd,front,95.7,169.7,,59.1,2290,ohc,four,92,2bbl,3.05,3.03,,62,4800,27,,7898
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,,65.6,53.0,,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,,30,
2,164,audi,gas,std,four,sedan,fwd,front,,176.6,66.2,54.3,2337,ohc,,109,mpfi,3.19,3.4,10.0,102,5500,24,30,13950
1,,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989
,?,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,,34028
,?,peugot,gas,std,,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440
2,168,nissan,gas,std,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,8249
0,,honda,gas,,four,,,front,96.5,157.1,63.9,58.3,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76,6000,30,34,7295
,93,,diesel,turbo,,sedan,rwd,front,115.6,202.6,71.7,56.3,3770,ohc,five,,idi,3.58,3.64,21.5,123,,22,25,31600
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,four,79,1bbl,,3.07,10.1,60,5500,38,42,5399
2,137,honda,gas,std,two,hatchback,fwd,front,86.6,144.6,,50.8,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58,4800,49,,6479
,122,volkswagen,diesel,std,two,sedan,fwd,front,,171.7,65.5,,2261,ohc,four,97,,3.01,3.4,23.0,52,4800,37,46,7775
3,?,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,,,,5000,19,24,12764
0,192,bmw,gas,,four,sedan,rwd,front,101.2,176.8,,54.3,2395,,four,108,mpfi,3.5,2.8,8.8,101,5800,23,29,16925
2,192,bmw,gas,std,two,sedan,rwd,front,101.2,176.8,,54.3,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101,5800,23,,16430
1,125,mitsubishi,gas,turbo,four,sedan,fwd,front,96.3,172.4,65.4,51.6,,ohc,four,110,spdi,3.17,3.46,7.5,,5500,23,30,
-1,,mercedes-benz,gas,std,four,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,ohcv,eight,234,,3.46,3.1,8.3,155,4750,16,18,34184
2,137,honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1819,ohc,,92,1bbl,2.91,3.41,,76,6000,,,6855
3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,rotor,two,70,4bbl,?,?,9.4,101,6000,17,23,11845
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,,52.6,2265,,four,98,mpfi,3.24,3.08,,112,6600,26,,9298
2,94,volkswagen,diesel,turbo,four,,,front,97.3,171.7,65.5,,2319,ohc,four,,idi,3.01,3.4,23.0,68,4500,37,42,
1,125,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,6989
2,121,chevrolet,gas,std,two,hatchback,fwd,front,88.4,141.1,60.3,53.2,1488,l,three,61,2bbl,2.91,3.03,9.5,48,5100,47,53,5151
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,,l,four,,mpfi,3.46,3.19,8.4,97,5000,19,24,16630
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
0,,bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,,21105
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,,42,
,?,audi,gas,turbo,,hatchback,4wd,front,99.5,178.2,67.9,52.0,3053,ohc,five,131,mpfi,3.13,3.4,7.0,160,,16,22,?
1,161,mitsubishi,gas,turbo,two,hatchback,,front,93.0,157.3,63.8,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,
0,,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,,,136,mpfi,3.19,3.4,8.5,110,5500,,24,
0,?,mazda,diesel,std,?,sedan,fwd,front,98.8,177.8,66.5,55.5,2443,ohc,four,122,idi,3.39,3.39,22.7,,4650,,42,10795
3,?,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595
-1,93,mercedes-benz,,turbo,four,sedan,rwd,front,110.0,190.9,70.3,56.5,3515,ohc,five,183,idi,3.58,3.64,21.5,,4350,22,25,25552
1,,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1918,ohc,,,2bbl,3.15,3.29,9.4,69,5200,31,37,6649
3,?,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,,spdi,3.59,3.86,7.0,,5000,19,24,12764
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199
1,161,mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,157.3,63.8,50.8,2145,ohc,,98,spdi,3.03,3.39,7.6,102,5500,24,30,7689
3,150,mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2500,rotor,two,80,mpfi,?,?,9.4,,6000,16,23,15645
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998
1,,nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1971,ohc,four,97,,3.15,3.29,9.4,69,5200,31,37,7499
2,121,chevrolet,gas,std,two,hatchback,,front,88.4,141.1,60.3,,,l,three,61,2bbl,2.91,3.03,,48,5100,47,53,5151
0,85,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82,4800,23,29,8013
1,118,dodge,gas,,,hatchback,fwd,front,93.7,157.3,63.8,50.8,,ohc,,90,2bbl,2.97,3.23,9.41,68,5500,,,5572
1,158,audi,,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,17,20,23875
,158,audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140,5500,,20,23875
-1,95,volvo,gas,std,four,sedan,,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,,3.78,3.15,9.5,114,5400,23,28,16845
1,148,dodge,gas,std,,sedan,fwd,front,93.7,157.3,,50.6,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,7609
0,?,bmw,,std,two,sedan,rwd,front,,193.8,67.9,53.7,3380,ohc,six,209,mpfi,3.62,3.39,,182,,16,22,41315
2,134,toyota,gas,,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,
1,?,isuzu,gas,std,two,sedan,fwd,front,94.5,155.9,63.6,52.0,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,?
1,,audi,,std,four,wagon,fwd,front,105.8,192.7,71.4,55.7,2954,,five,136,,3.19,3.4,8.5,110,,19,25,18920
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,,2510,ohcf,four,108,,3.62,,7.7,,4800,24,29,
3,?,plymouth,gas,turbo,,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7.0,,5000,19,24,12764
,,plymouth,,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,,,7609
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,,52.6,1837,ohc,four,79,,2.91,3.07,10.1,60,5500,,42,5399
3,?,alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,,four,130,mpfi,3.47,2.68,9.0,111,,21,,13495
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,,68.9,55.5,,ohc,six,145,idi,3.01,3.4,23.0,,4800,26,27,22470
,?,audi,,std,two,,fwd,front,,177.3,66.3,53.1,2507,ohc,five,136,mpfi,,3.4,8.5,110,5500,19,25,15250
,,honda,gas,std,four,sedan,,front,96.5,175.4,62.5,54.1,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86,5800,27,33,
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,,idi,3.01,3.4,23.0,52,4800,37,46,
2,164,audi,gas,std,four,sedan,4wd,front,99.4,176.6,66.4,54.3,,,five,136,mpfi,3.19,3.4,8.0,,5500,18,22,17450
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,,3.19,3.4,9.0,85,5250,27,34,8495
1,161,mitsubishi,,turbo,two,hatchback,fwd,front,93.0,157.3,63.8,50.8,,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,,7689
0,?,bmw,gas,std,four,sedan,rwd,front,110.0,197.0,,56.3,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,15,20,36880
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,
3,153,mitsubishi,gas,std,two,hatchback,fwd,front,96.3,173.0,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,,5000,25,32,
0,115,mazda,,std,four,hatchback,,front,98.8,177.8,66.5,,2425,ohc,four,122,,3.39,3.39,8.6,,4800,26,32,11245
3,?,mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2833,ohc,,156,spdi,3.58,3.86,,145,5000,19,,12629
,?,toyota,,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,,,3.35,9.2,156,5200,,,15750
2,,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,,100,5500,26,32,
2,104,saab,gas,std,four,sedan,,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,,5250,21,28,15510
,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9295
1,148,dodge,gas,std,four,hatchback,fwd,front,,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
-1,93,mercedes-benz,,turbo,four,wagon,rwd,front,110.0,190.9,70.3,58.7,,ohc,five,183,idi,3.58,3.64,,123,4350,22,25,28248
2,122,volkswagen,,std,two,sedan,fwd,,97.3,171.7,65.5,55.7,2261,ohc,four,97,,3.01,3.4,,52,4800,,46,7775
2,134,toyota,,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540,ohc,,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449
3,153,mitsubishi,gas,std,two,hatchback,,front,96.3,,65.4,49.4,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,25,32,8499
-1,65,toyota,gas,std,four,hatchback,,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,,,,32,11248
,161,peugot,diesel,turbo,four,,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,,idi,3.7,3.52,21.0,95,4150,28,33,17950
1,128,nissan,gas,std,two,sedan,fwd,front,94.5,165.3,,54.5,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,,37,7299
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,38,42,5399
0,,,diesel,turbo,,wagon,rwd,front,,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21.0,95,4150,25,25,13860
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510,ohcf,four,108,mpfi,,2.64,7.7,111,4800,24,29,11259
3,?,plymouth,gas,turbo,two,hatchback,rwd,front,,173.2,66.3,50.2,2818,ohc,,156,,3.59,3.86,7.0,145,5000,19,24,12764
2,,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,,ohc,four,97,idi,3.01,3.4,23.0,52,4800,37,46,7995
0,,bmw,,std,four,sedan,rwd,front,103.5,,,55.7,,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,,30760
1,161,mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,157.3,63.8,50.8,2145,ohc,four,98,spdi,3.03,3.39,7.6,,5500,24,30,7689
0,106,honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2236,ohc,four,110,1bbl,3.15,,9.0,86,,27,33,7895
2,134,toyota,gas,std,two,hardtop,rwd,front,,176.2,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,
3,150,saab,gas,std,two,,fwd,front,99.1,186.6,,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040
2,161,mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1944,ohc,four,,2bbl,2.97,3.23,9.4,68,5500,31,38,6189
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,,171,mpfi,3.27,3.35,9.2,,5200,20,24,15690
0,115,mazda,gas,std,four,sedan,,front,,177.8,66.5,,2410,ohc,,,2bbl,3.39,,8.6,84,4800,26,32,10245
0,161,,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,,3.46,2.19,8.4,95,5000,19,24,15580
-1,137,mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,,spdi,3.17,3.46,7.5,116,5500,23,30,
0,91,,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,,idi,3.27,3.35,22.5,56,4500,38,,7788
0,106,honda,gas,std,,hatchback,,front,96.5,167.5,65.2,,2236,ohc,,110,,3.15,3.58,9.0,86,5800,27,33,7895
0,85,subaru,gas,turbo,four,wagon,4wd,front,,,65.4,54.9,2650,ohcf,,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694
0,102,subaru,gas,std,four,sedan,fwd,front,,172.0,65.4,,2340,ohcf,,108,mpfi,3.62,2.64,9.0,94,5200,26,32,9960
1,104,,gas,std,two,hatchback,fwd,front,93.1,,64.2,54.1,1900,ohc,four,,2bbl,3.03,3.15,9.0,68,5000,,,6095
-1,110,dodge,,std,four,wagon,,front,103.3,174.6,64.6,59.8,2535,ohc,,122,2bbl,3.34,3.46,8.5,88,5000,,30,8921
0,102,subaru,,,four,sedan,fwd,front,97.2,172.0,,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94,5200,26,32,9960
1,,,,turbo,two,hatchback,rwd,front,,178.4,68.0,54.8,2910,ohc,four,140,mpfi,,3.12,8.0,,,19,24,16503
0,102,subaru,gas,std,four,sedan,4wd,,97.0,172.0,65.4,54.3,2385,,four,108,2bbl,,2.64,9.0,82,4800,24,25,9233
0,?,mazda,diesel,std,?,,fwd,front,98.8,177.8,66.5,55.5,2443,ohc,,122,idi,3.39,3.39,22.7,,4650,36,42,10795
1,128,nissan,diesel,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,2017,ohc,four,103,idi,2.99,3.47,,55,4800,45,50,
-1,137,mitsubishi,,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2403,ohc,four,110,spdi,3.17,3.46,,116,5500,23,30,9279
0,188,bmw,,std,two,sedan,rwd,front,,176.8,64.8,54.3,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121,4250,21,28,20970
-1,?,mercedes-benz,gas,,four,sedan,,front,115.6,202.6,71.7,56.5,3740,ohcv,eight,234,mpfi,3.46,,8.3,155,4750,16,18,34184
,,volkswagen,gas,std,,sedan,fwd,front,97.3,,65.5,55.7,,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
2,164,audi,gas,std,four,sedan,4wd,front,99.4,176.6,66.4,54.3,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115,5500,18,22,17450
0,192,bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2395,ohc,four,108,mpfi,3.5,2.8,,101,5800,23,29,16925
,134,,gas,std,two,hardtop,rwd,front,98.4,176.2,,,2536,ohc,four,,mpfi,3.62,3.5,9.3,,,24,,
1,?,alfa-romero,gas,std,two,hatchback,rwd,front,94.5,171.2,65.5,52.4,2823,ohcv,six,,mpfi,2.68,3.47,9.0,154,5000,19,26,16500
1,101,honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60,5500,38,42,5399
1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229
0,?,jaguar,,std,,sedan,rwd,front,102.0,,70.6,47.8,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262,5000,13,17,36000
2,122,volkswagen,gas,std,two,,fwd,front,97.3,171.7,65.5,,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85,5250,27,34,7975
3,150,,gas,,two,,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,,3.07,,,5500,19,26,18150
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,
-1,110,dodge,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,,four,,2bbl,3.34,3.46,,88,,24,30,8921
0,,honda,gas,,two,hatchback,,front,96.5,,65.2,53.3,2289,,four,110,1bbl,,3.58,9.0,86,5800,27,33,
1,128,nissan,diesel,std,two,sedan,fwd,front,94.5,,63.8,54.5,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800,45,50,7099
0,106,nissan,gas,std,,hatchback,fwd,,97.2,,65.2,54.7,2324,ohc,four,120,,3.33,3.47,8.5,97,5200,27,34,8949
2,134,toyota,gas,std,,convertible,rwd,front,98.4,,65.6,,2975,ohc,four,146,mpfi,,3.5,9.3,116,4800,24,30,17669
,?,bmw,gas,std,two,sedan,rwd,front,103.5,193.8,,53.7,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182,5400,16,22,41315
3,150,,,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,,two,70,4bbl,,?,9.4,,6000,17,23,10945
0,?,,gas,std,four,sedan,,front,94.5,155.9,,,1909,,four,90,2bbl,3.03,3.11,9.6,70,5400,38,43,?
0,,mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200,31,39,18344
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,,24,28,15985
0,102,subaru,gas,std,,sedan,,front,97.2,172.0,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126
0,?,mazda,diesel,std,four,sedan,rwd,,104.9,175.0,66.1,54.4,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200,31,39,18344
1,118,dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,ohc,four,90,,2.97,3.23,9.4,,5500,31,38,6377
1,103,nissan,gas,std,four,wagon,fwd,front,,170.2,63.8,53.5,,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200,31,37,7349
